cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"16652","0","561864","4415929","Southwest Bank","Odessa","TX","79762","12/31/2014","2/18/2015","NM","4800 East 42nd Street","ODESSA SOUTHWEST BANCSHARES, INC.","7","0","0","4","1","Ector","36220","Odessa, TX","12/15/1947","12/15/1957","1/1/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.southwbank.com","214204","2757","4316","6574","10628","42","750","87098","26440","29412","38801","7049","0"
"12258","13318","206156","1060168","Southwest Capital Bank","Las Vegas","NM","87701","12/31/2014","2/18/2015","NM","622 Douglas Avenue","LAS VEGAS BANCORPORATION, INC.","6","0","0","4","1","San Miguel","","","12/1/1890","1/1/1934","3/12/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","www.southwestcapital.com","211162","1960","6907","13465","10234","1391","186","13167","42459","31983","65658","15541","7890"
"2147","9572","699534","1081538","Southwest Georgia Bank","Moultrie","GA","31768","12/31/2014","2/18/2015","NM","201 First Street S. E.","SOUTHWEST GEORGIA FINANCIAL CORPORATION","7","0","0","4","0","Colquitt","","","1/3/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.sgfc.com","224403","2476","7400","9709","14723","19142","14332","4291","12066","46001","54270","37213","1994"
"22876","10471","760854","1063552","Southwest Missouri Bank","Carthage","MO","64836","12/31/2014","2/18/2015","NM","300 West Third Street","SOUTHWEST MISSOURI BANCORPORATION, INC.","11","0","0","8","0","Jasper","27900","Joplin, MO","6/11/1979","6/11/1979","7/1/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","www.smbonline.com","412858","7695","16529","32847","19077","25727","53401","38292","51074","64914","64079","32440","5990"
"4801","52229","499855","1131451","Southwest National Bank","Wichita","KS","67202","12/31/2014","2/18/2015","N","400 East Douglas Avenue","REPUBLIC FINANCIAL CORPORATION","7","0","0","4","1","Sedgwick","48620","Wichita, KS","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.southwestnb.com","347190","207","793","7592","4744","6916","1751","8544","28189","59109","116089","99034","14017"
"4076","14733","1014059","2912312","Southwest National Bank","Weatherford","OK","73096","12/31/2014","2/18/2015","N","720 East Main","SOUTHWEST CAPITAL, L.L.C.","2","0","0","8","0","Custer","","","6/4/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.swnbank.com","37392","652","733","1342","3887","1667","433","4748","6243","7466","6088","2415","1439"
"32460","8287","42671","0","Southwest Securities , FSB","Dallas","TX","75270","12/31/2014","2/18/2015","SA","1201 Elm Street, Suite 3500","","8","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/20/1986","3/20/1986","12/31/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.southwestsecuritiesfsb.com","627974","5094","6726","2547","6274","26389","11950","288733","24546","52114","115500","60103","17849"
"4195","16016","249153","0","Southwest State Bank","Sentinel","OK","73664","12/31/2014","2/18/2015","NM","122 East Main Street","","1","0","0","2","1","Washita","","","4/4/1911","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.southweststatebank.com","58794","61","263","1381","478","0","0","45091","2842","3301","2740","2256","161"
"34319","0","2625724","3234682","Southwestern National Bank","Houston","TX","77036","12/31/2014","2/18/2015","N","6901 Corporate Drive","SWNB BANCORP, INC.","5","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/3/1997","11/3/1997","6/17/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.swnbk.com","132345","28","21","420","867","0","0","7459","6896","34802","79806","2046","0"
"4735","0","276159","2411628","Southwind Bank","Natoma","KS","67651","12/31/2014","2/18/2015","NM","702 North Second Street","REPUBLIC BANCSHARES, INC.","2","0","0","2","0","Osborne","","","1/1/1909","1/1/1934","3/31/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.southwindbank.net","42692","537","1093","1705","4823","1186","0","4903","7550","7715","11196","1088","500"
"57787","0","3269590","3269602","Sovereign Bank","Dallas","TX","75252","12/31/2014","2/18/2015","NM","17950 Preston Rd , # 100","SOVEREIGN BANCSHARES, INC.","11","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/29/2004","7/29/2004","3/26/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.banksov.com","682201","315","480","2796","6754","4476","0","179000","201876","116824","78383","78285","9265"
"17598","13188","899736","1129869","Soy Capital Bank and Trust Company","Decatur","IL","62525","12/31/2014","2/18/2015","NM","1501 East Eldorado Street","SCB BANCORP, INC.","11","0","0","4","0","Macon","19500","Decatur, IL","5/25/1956","5/25/1956","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","WWW.SOYBANK.COM","220584","620","392","527","5593","81","186","28634","31602","64976","69120","17761","0"
"5786","13790","871648","0","Spencer County Bank","Santa Claus","IN","47579","12/31/2014","2/18/2015","NM","55 North L J Koch Blvd.","","5","0","0","5","0","Spencer","","","8/19/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.spencercountybank.com","51053","80","0","69","113","3987","21399","1588","4258","3225","2015","6320","7805"
"90282","7953","447100","3547010","Spencer Savings Bank","Spencer","MA","1562","12/31/2014","2/18/2015","SB","176 Main Street","SPENCER MHC","6","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/5/1871","7/8/1985","3/3/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.SpencerBankonline.com","363453","9627","27722","7169","12268","62861","61566","27219","5732","15605","44115","72648","15211"
"30076","4693","845573","0","Spencer Savings Bank, SLA","Elmwood Park","NJ","7407","12/31/2014","2/18/2015","SA","River Dr Ctr 3-611 River Dr","","21","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/19/1939","9/19/1939","12/6/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.spencersavings.com","1771036","6017","28111","18111","25281","251802","295774","29381","29957","29033","63221","864834","113789"
"22327","16060","260868","3818390","Spirit of Texas Bank, SSB","College Station","TX","77840","12/31/2014","2/18/2015","SB","625 University Drive","ST FINANCIAL GROUP, INC.","14","0","0","4","0","Brazos","17780","College Station-Bryan, TX","9/7/1976","9/7/1976","12/13/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.spiritoftexasbank.com","584206","20468","26113","32226","84731","10623","0","150353","42371","36958","92220","86702","0"
"4048","11433","142955","1062135","SpiritBank","Tulsa","OK","74135","12/31/2014","2/18/2015","NM","4815 S. Harvard, Suite 100","SPIRIT BANKCORP, INC.","7","0","0","4","0","Tulsa","46140","Tulsa, OK","5/5/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spiritbank.com","548076","1106","269069","6934","1266","1471","13727","50383","29183","40465","94672","26572","3569"
"16908","0","397858","1063271","Spiro State Bank","Spiro","OK","74959","12/31/2014","2/18/2015","NM","1008 West Broadway","SPIRO BANCSHARES, INC.","2","0","0","7","0","Le Flore","22900","Fort Smith, AR-OK","5/15/1950","5/15/1950","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spirostatebank.com","13809","1076","2033","1799","1564","0","0","2079","3476","1325","385","73","0"
"19389","0","90739","1081314","Spivey State Bank","Swainsboro","GA","30401","12/31/2014","2/18/2015","NM","211 North Main Street","PERSONS BANKING CO., INC.","2","0","0","4","1","Emanuel","","","8/1/1953","3/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.spiveybank.com","66656","94","1582","1996","2014","6014","3564","11317","13258","9565","7108","3530","2868"
"30987","6218","746979","0","Spratt Savings and Loan Association","Chester","SC","29706","12/31/2014","2/18/2015","SA","121 Saluda St","","2","0","0","7","0","Chester","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1893","4/14/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.sprattsavingsandloan.com","30958","1","249","308","48","3093","5651","409","1047","1080","2785","10309","5923"
"58668","0","3368925","3368916","Spring Bank","Bronx","NY","10452","12/31/2014","2/18/2015","NM","69 East 167th Street","CHECKSPRING COMMUNITY CORPORATION","2","0","0","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","10/26/2007","10/26/2007","11/16/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.springbankny.com","89953","7671","2875","396","0","0","821","45023","14726","5574","8057","1358","0"
"58780","0","3721605","0","Spring Bank","Brookfield","WI","53005","12/31/2014","2/18/2015","NM","16620 W Bluemound Rd, # 100a","","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","8/28/2008","8/28/2008","4/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.springbankwi.com","162477","1185","5758","9675","10814","0","0","28161","23570","45875","28129","4885","0"
"22526","11638","457060","2693929","Spring Hill State Bank","Longview","TX","75604","12/31/2014","2/18/2015","NM","3700 Gilmer Road","SPRING HILL HOLDINGS CORPORATION","2","0","0","5","0","Gregg","30980","Longview, TX","9/19/1977","9/19/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.springhillbank.com","151519","1008","2407","6850","2765","21554","56105","6389","10260","12128","7517","16391","6760"
"34386","0","2607412","3464340","Spring Valley Bank","Wyoming","OH","45215","12/31/2014","2/18/2015","NM","1206 Springfield Pike","SV BANCORP, INC.","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","9/2/1997","9/2/1997","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.springvalleybank.com","46409","849","3202","3744","1928","1660","229","10121","6404","3754","3804","7850","0"
"12087","0","452841","1139596","Spring Valley City Bank","Spring Valley","IL","61362","12/31/2014","2/18/2015","NM","315 North Cornelia Street","SPRING VALLEY BANCORP, INC.","1","0","0","8","0","Bureau","","","11/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.svcb.com","84749","660","2351","7738","13164","8868","281","10659","11959","11205","11044","3753","317"
"58892","0","3804535","3804517","Springfield First Community Bank","Springfield","MO","65804","12/31/2014","2/18/2015","NM","2006 South Glenstone Avenue","SPRINGFIELD BANCSHARES, INC.","1","0","0","4","1","Greene","44180","Springfield, MO","10/24/2008","10/24/2008","10/24/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://WWW.sfcbank.com","283569","5888","7954","16975","18257","2474","810","26114","50325","67232","59490","27472","460"
"8772","12032","197142","1119365","Springfield State Bank","Springfield","KY","40069","12/31/2014","2/18/2015","NM","125 East Main Street","SPRINGFIELD BANKSHARES, INC.","4","0","0","8","0","Washington","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.springfieldstate.com","133244","685","2374","1119","1237","15360","46064","2019","8134","8325","7640","15044","24896"
"16379","15873","565152","1062096","Springfield State Bank","Springfield","NE","68059","12/31/2014","2/18/2015","NM","600 Main Street","SPRINGFIELD BANK COMPANY, INC.","1","0","0","2","1","Sarpy","36540","Omaha-Council Bluffs, NE-IA","2/23/1946","2/23/1946","5/12/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.SPRINGFIELDSTATEBANK.COM","22241","100","93","911","1862","1023","0","2796","1468","5309","5158","3520","0"
"4419","13738","93543","1098385","Springs Valley Bank & Trust Company","French Lick","IN","47432","12/31/2014","2/18/2015","NM","8482 West State Road 56","SVB&T CORPORATION","3","0","0","4","0","Orange","","","1/1/1902","1/1/1934","3/17/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.svbt.com","196294","254","1145","4722","3819","19881","43270","11925","12342","13482","30755","35513","15144"
"15460","0","409265","1102554","Spur Security Bank","Spur","TX","79370","12/31/2014","2/18/2015","NM","120 West Harris Street","ESPUELA BANK SHARES, INC.","1","0","0","2","1","Dickens","","","12/23/1933","2/9/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","","9604","55","152","352","360","643","0","2418","2268","1380","736","1239","0"
"58021","0","3345449","3345430","Square 1 Bank","Durham","NC","27701","12/31/2014","2/18/2015","NM","406 Blackwell St, Suite 240","SQUARE 1 FINANCIAL, INC.","1","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","8/8/2005","8/8/2005","2/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.square1financial.com/bank/","1354335","227","0","0","0","0","0","1227364","22673","43526","38538","1135","3633"
"29858","4215","995674","2623234","SSB Community Bank","Strasburg","OH","44680","12/31/2014","2/18/2015","SB","224 North Bodmer Avenue","STRASBURG BANCORP INC.","1","0","0","5","1","Tuscarawas","","","1/1/1924","12/29/1937","3/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.ssbonline.com","48449","1534","1725","7988","14884","2200","0","3763","1043","2505","11765","1044","0"
"5893","0","969741","1208698","SSBBank","Stockbridge","MI","49285","12/31/2014","2/18/2015","NM","122 West Main Street","STOCKBRIDGE BANCORPORATION, INC.","3","0","0","8","0","Ingham","29620","Lansing-East Lansing, MI","4/1/1908","1/1/1934","7/7/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.ssb-bank.com","35682","139","370","2416","2721","5801","5968","1598","2975","3405","6855","2194","148"
"31071","6335","799470","0","St James Federal Savings and Loan Association","Saint James","MN","56081","12/31/2014","2/18/2015","SA","501 1st Ave S","","1","0","0","2","0","Watonwan","","","1/1/1958","1/5/1959","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.stjamesfederal.com","19068","465","185","1158","3439","692","0","3465","1758","2753","2729","2282","0"
"29804","4114","420578","0","St Landry Homestead Federal Savings Bank","Opelousas","LA","70570","12/31/2014","2/18/2015","SA","235 N Court Street","","3","0","0","5","0","Saint Landry","","","1/1/1922","4/5/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.stlandryhomestead.com","182364","18854","71708","9653","8640","5990","9312","7475","19758","12732","9003","3281","641"
"17259","15573","115146","1208728","St. Ansgar State Bank","Saint Ansgar","IA","50472","12/31/2014","2/18/2015","SM","237 West 4th Street","ST. ANSGAR BANCORPORATION","2","0","0","2","1","Mitchell","","","3/28/1891","9/1/1953","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.STANSGARBANK.COM","75077","222","758","2765","2358","2131","575","25615","3331","10611","16130","10422","0"
"27052","12658","428547","2260406","St. Charles Bank & Trust Company","Saint Charles","IL","60174","12/31/2014","2/18/2015","SM","411 West Main Street","WINTRUST FINANCIAL CORPORATION","5","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/21/1987","9/21/1987","9/30/2011","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.bankstcharles.com","582325","2377","6452","7512","7452","941","97","122040","186701","88186","102795","52697","2466"
"11002","9327","692450","1144068","St. Clair County State Bank","Osceola","MO","64776","12/31/2014","2/18/2015","NM","Second And Chestnut","SCC BANCSHARES, INC.","4","0","0","2","0","Saint Clair","","","5/1/1896","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","","97402","4691","9850","8565","4770","666","42","16969","24079","11074","9863","2201","4628"
"1903","0","854753","1128723","St. Clair State Bank (Incorporated)","Saint Clair","MN","56080","12/31/2014","2/18/2015","NM","100 Main St. West","SAINT CLAIR AGENCY, INC.","1","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","7/17/1907","1/1/1934","7/7/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.stclairstatebank.com","63341","1148","169","3061","3886","2935","0","22298","6250","7500","7746","8121","0"
"8898","13466","173557","2630746","St. Johns Bank and Trust Company","Saint Louis","MO","63114","12/31/2014","2/18/2015","NM","8924 St. Charles Rock Road","UNITY BANCSHARES, L.L.C.","5","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1926","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.stjohnsbank.com","201206","2231","5513","5988","4212","2371","0","22201","36745","34808","56610","25042","14"
"8534","0","885430","1417203","St. Landry Bank and Trust Company","Opelousas","LA","70570","12/31/2014","2/18/2015","NM","132 East Landry Street","ST. LANDRY BANCSHARES, INC.","9","0","0","7","1","Saint Landry","","","1/1/1931","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.stlandrybank.com","75156","696","1080","2765","2352","1131","0","7695","14074","14150","15657","9604","5869"
"58018","0","3354599","3449075","St. Louis Bank","Town And Country","MO","63017","12/31/2014","2/18/2015","NM","14323 S. Outer 40 Rd","SAINT LOUIS BANCSHARES, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","6/6/2005","6/6/2005","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.stlouisbank.com","250088","16359","9205","10459","3521","2232","129","53921","17377","78574","43193","9264","162"
"12610","11396","841539","1134359","St. Martin Bank and Trust Company","St. Martinville","LA","70582","12/31/2014","2/18/2015","NM","301 South Main Street","SAINT MARTIN BANCSHARES, INC.","12","0","0","4","1","Saint Martin","29180","Lafayette, LA","12/3/1933","1/1/1934","11/3/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.stmartinbank.com","395689","6552","9360","15978","23457","62625","443","48433","56138","53601","100789","14776","276"
"18937","0","856159","0","St. Martin National Bank","Saint Martin","MN","56376","12/31/2014","2/18/2015","N","136 Main Street","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","11/12/1963","11/12/1963","3/18/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.stmartinnationalbank.com","10179","0","59","461","978","1573","649","1571","849","2000","1289","750","0"
"18227","10564","113003","0","Stafford Savings Bank","Stafford Springs","CT","6076","12/31/2014","2/18/2015","SB","12 Furnace Avenue","","3","0","0","7","0","Tolland","25540","Hartford-West Hartford-East Hartford, CT","7/16/1872","7/1/1960","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","www.staffordsavingsbank.com","80383","0","16","391","2056","21942","41327","6326","221","225","365","4510","1855"
"16606","14166","19730","1245590","Standard Bank and Trust Company","Hickory Hills","IL","60457","12/31/2014","2/18/2015","NM","7800 West 95th Street","STANDARD BANCSHARES, INC.","38","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/16/1947","8/16/1947","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.standardbanks.com","1779949","6393","24406","31969","29746","7406","20543","460160","187187","325626","428515","216103","406"
"27757","230","811279","4183442","Standard Bank, PaSB","Murrysville","PA","15668","12/31/2014","2/18/2015","SB","4785 Old William Penn Hwy.","STANDARD FINANCIAL CORP","11","0","1","5","0","Westmoreland","38300","Pittsburgh, PA","1/1/1921","2/21/1947","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","WWW.STANDARDBANKPA.COM","326543","2039","7747","17571","28250","127892","29800","28135","9016","29633","21401","22958","1371"
"27506","0","1390324","3338692","Standing Stone Bank","Lancaster","OH","43130","12/31/2014","2/18/2015","NM","137 West Wheeling Street","SSNB, INC.","3","0","0","8","0","Fairfield","18140","Columbus, OH","5/12/1989","5/12/1989","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.standingstonebank.com","53599","203","79","1565","2929","10703","2776","2953","1774","4885","4665","12864","8146"
"10916","53284","357151","1061099","Stanley Bank","Overland Park","KS","66223","12/31/2014","2/18/2015","NM","7835 West 151st Street","COLUMBUS CORP.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.stanleybank.com","66546","260","446","2943","421","0","0","44815","5799","1468","3445","47","0"
"5478","12494","382256","1066759","Stanton State Bank","Stanton","NE","68779","12/31/2014","2/18/2015","SM","924 Ivy Street","EBERLY INVESTMENT CO.","2","0","0","2","0","Stanton","","","1/1/1882","1/1/1934","12/21/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.stantonstatebank.com","23436","415","2558","2846","772","289","253","8546","3972","2323","1385","77","0"
"5095","17985","715050","1827718","Star Bank","Maple Lake","MN","55358","12/31/2014","2/18/2015","NM","100 State Highway 55 East","MIDWEST BANCORPORATION, INC.","10","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/15/1904","1/1/1934","1/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.starbank.net","196635","1026","3603","6221","11680","5361","164","27787","53486","33300","38534","14756","135"
"34591","0","2657855","2907925","Star Bank of Texas","Lake Worth","TX","76135","12/31/2014","2/18/2015","NM","3930 Boat Club Road","STARBANC HOLDING COMPANY","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","2/23/1998","2/23/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.starbanktexas.com","77815","801","2478","3029","8755","16387","0","5799","3884","13689","20052","2167","775"
"27235","10676","547840","1141647","STAR Financial Bank","Fort Wayne","IN","46802","12/31/2014","2/18/2015","NM","127 West Berry Street","STAR FINANCIAL GROUP, INC.","45","0","0","4","0","Allen","23060","Fort Wayne, IN","5/2/1988","5/2/1988","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.starfinancial.com","1203592","6755","12402","7839","26045","115250","32939","387724","86327","126836","210289","158445","27553"
"33758","12769","2009605","1126729","Starion Financial","Bismarck","ND","58501","12/31/2014","2/18/2015","NM","333 North Fourth Street","STARION BANCORPORATION","14","0","1","4","1","Burleigh","13900","Bismarck, ND","1/1/1993","1/1/1993","10/7/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","http://www.starionfinancial.com","732849","3640","11877","16591","38565","33921","16033","87616","80684","147387","205986","82320","2426"
"58952","0","3843392","4151012","Start Community Bank","New Haven","CT","6510","12/31/2014","2/18/2015","SM","299 Whalley Avenue","FIRST CITY FUND CORPORATION","1","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/20/2010","12/20/2010","8/31/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","http://www.startbank.com","64102","0","0","0","149","7721","22341","2860","147","6749","17262","6396","0"
"15186","0","926342","1208830","State Bank","Gresham","WI","54128","12/31/2014","2/18/2015","NM","801 S. Main St","GRESHAM BANCSHARES, INC.","1","0","0","8","1","Shawano","","","10/23/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.statebank.biz","13416","182","1554","404","414","0","0","5415","1718","2168","928","625","0"
"35169","0","2791517","1137453","State Bank","Freeport","IL","61032","12/31/2014","2/18/2015","NM","1718 South Dirck Drive","FORESIGHT FINANCIAL GROUP, INC.","2","0","0","2","0","Stephenson","","","5/24/1999","5/24/1999","12/26/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.statebankfreeport.com","166237","2282","1315","3668","5076","1810","298","33718","22962","26970","50650","16126","294"
"34441","0","2602828","0","State Bank","Green River","WY","82935","12/31/2014","2/18/2015","NM","#30 Shoshone Avenue","","2","0","0","4","1","Sweetwater","","","8/18/1997","8/18/1997","4/1/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","http://www.statebankwy.com","20454","0","452","155","21","1598","1023","2279","2083","1744","693","6411","3611"
"22971","0","285348","1246328","State Bank","Wonder Lake","IL","60097","12/31/2014","2/18/2015","NM","7526 Hancock Drive","WONDER BANCORP, INC.","6","0","0","5","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/22/1979","10/22/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.thestatebankgroup.com","100267","1064","716","3612","3748","4884","40181","5670","5665","4303","5984","6316","15109"
"15503","15412","231149","1210730","State Bank","New Hampton","IA","50659","12/31/2014","2/18/2015","SM","25 North Chestnut Avenue","RIGLER INVESTMENT COMPANY","9","0","0","2","1","Chickasaw","","","1/1/1937","6/5/1937","3/1/2014","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.statebankia.com","171564","1874","2485","8477","10706","3013","9434","39118","18487","20941","29074","15138","12192"
"16151","15427","651149","1205259","State Bank","Spencer","IA","51301","12/31/2014","2/18/2015","SM","728 Grand Avenue","EVERLY BANCORPORATION","3","0","0","2","1","Clay","","","5/1/1944","5/1/1944","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.statebankspencer.com","51770","525","356","2635","2606","3870","1262","16005","3889","5423","8921","4399","1720"
