cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,idothnii,iinvfee,ivencap,iserfee,isecz,iinscom,iinsund,iinsoth,netgnsln,netgnsre,netgnast,iotnii
"90282","7953","447100","3547010","Spencer Savings Bank","Spencer","MA","1562","12/31/2014","2/18/2015","SB","176 Main Street","SPENCER MHC","6","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/5/1871","7/8/1985","3/3/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.SpencerBankonline.com","1328","74","0","169","0","0","0","0","58","0","0","1027"
"30076","4693","845573","0","Spencer Savings Bank, SLA","Elmwood Park","NJ","7407","12/31/2014","2/18/2015","SA","River Dr Ctr 3-611 River Dr","","21","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/19/1939","9/19/1939","12/6/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.spencersavings.com","2614","0","0","8","0","0","0","0","437","-135","-348","2652"
"22327","16060","260868","3818390","Spirit of Texas Bank, SSB","College Station","TX","77840","12/31/2014","2/18/2015","SB","625 University Drive","ST FINANCIAL GROUP, INC.","14","0","0","4","0","Brazos","17780","College Station-Bryan, TX","9/7/1976","9/7/1976","12/13/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.spiritoftexasbank.com","6087","0","0","0","0","0","0","0","5130","-15","360","612"
"4048","11433","142955","1062135","SpiritBank","Tulsa","OK","74135","12/31/2014","2/18/2015","NM","4815 S. Harvard, Suite 100","SPIRIT BANKCORP, INC.","7","0","0","4","0","Tulsa","46140","Tulsa, OK","5/5/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spiritbank.com","52759","838","0","0","0","1495","0","1495","33723","-1778","2097","16384"
"16908","0","397858","1063271","Spiro State Bank","Spiro","OK","74959","12/31/2014","2/18/2015","NM","1008 West Broadway","SPIRO BANCSHARES, INC.","2","0","0","7","0","Le Flore","22900","Fort Smith, AR-OK","5/15/1950","5/15/1950","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spirostatebank.com","166","0","0","0","0","6","0","6","0","0","0","160"
"19389","0","90739","1081314","Spivey State Bank","Swainsboro","GA","30401","12/31/2014","2/18/2015","NM","211 North Main Street","PERSONS BANKING CO., INC.","2","0","0","4","1","Emanuel","","","8/1/1953","3/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.spiveybank.com","360","0","0","0","0","10","0","10","176","-109","2","281"
"30987","6218","746979","0","Spratt Savings and Loan Association","Chester","SC","29706","12/31/2014","2/18/2015","SA","121 Saluda St","","2","0","0","7","0","Chester","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1893","4/14/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.sprattsavingsandloan.com","98","0","0","46","0","0","0","0","2","0","0","50"
"58668","0","3368925","3368916","Spring Bank","Bronx","NY","10452","12/31/2014","2/18/2015","NM","69 East 167th Street","CHECKSPRING COMMUNITY CORPORATION","2","0","0","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","10/26/2007","10/26/2007","11/16/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.springbankny.com","1433","0","0","40","0","0","0","0","444","0","-37","986"
"58780","0","3721605","0","Spring Bank","Brookfield","WI","53005","12/31/2014","2/18/2015","NM","16620 W Bluemound Rd, # 100a","","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","8/28/2008","8/28/2008","4/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.springbankwi.com","204","0","0","0","0","0","0","0","0","0","0","204"
"22526","11638","457060","2693929","Spring Hill State Bank","Longview","TX","75604","12/31/2014","2/18/2015","NM","3700 Gilmer Road","SPRING HILL HOLDINGS CORPORATION","2","0","0","5","0","Gregg","30980","Longview, TX","9/19/1977","9/19/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.springhillbank.com","358","0","0","0","0","4","0","4","0","26","6","322"
"34386","0","2607412","3464340","Spring Valley Bank","Wyoming","OH","45215","12/31/2014","2/18/2015","NM","1206 Springfield Pike","SV BANCORP, INC.","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","9/2/1997","9/2/1997","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.springvalleybank.com","-111","0","0","31","0","0","0","0","-10","-181","0","49"
"12087","0","452841","1139596","Spring Valley City Bank","Spring Valley","IL","61362","12/31/2014","2/18/2015","NM","315 North Cornelia Street","SPRING VALLEY BANCORP, INC.","1","0","0","8","0","Bureau","","","11/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.svcb.com","388","0","0","54","0","2","0","2","0","69","0","263"
"58892","0","3804535","3804517","Springfield First Community Bank","Springfield","MO","65804","12/31/2014","2/18/2015","NM","2006 South Glenstone Avenue","SPRINGFIELD BANCSHARES, INC.","1","0","0","4","1","Greene","44180","Springfield, MO","10/24/2008","10/24/2008","10/24/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://WWW.sfcbank.com","675","0","0","0","0","0","0","0","422","0","0","253"
"8772","12032","197142","1119365","Springfield State Bank","Springfield","KY","40069","12/31/2014","2/18/2015","NM","125 East Main Street","SPRINGFIELD BANKSHARES, INC.","4","0","0","8","0","Washington","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.springfieldstate.com","561","0","0","0","0","29","0","29","0","0","0","532"
"16379","15873","565152","1062096","Springfield State Bank","Springfield","NE","68059","12/31/2014","2/18/2015","NM","600 Main Street","SPRINGFIELD BANK COMPANY, INC.","1","0","0","2","1","Sarpy","36540","Omaha-Council Bluffs, NE-IA","2/23/1946","2/23/1946","5/12/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.SPRINGFIELDSTATEBANK.COM","49","0","0","0","0","0","0","0","0","0","0","49"
"4419","13738","93543","1098385","Springs Valley Bank & Trust Company","French Lick","IN","47432","12/31/2014","2/18/2015","NM","8482 West State Road 56","SVB&T CORPORATION","3","0","0","4","0","Orange","","","1/1/1902","1/1/1934","3/17/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.svbt.com","1881","196","0","128","0","0","0","0","511","40","444","562"
"15460","0","409265","1102554","Spur Security Bank","Spur","TX","79370","12/31/2014","2/18/2015","NM","120 West Harris Street","ESPUELA BANK SHARES, INC.","1","0","0","2","1","Dickens","","","12/23/1933","2/9/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","","38","0","0","0","0","0","0","0","0","0","0","38"
"58021","0","3345449","3345430","Square 1 Bank","Durham","NC","27701","12/31/2014","2/18/2015","NM","406 Blackwell St, Suite 240","SQUARE 1 FINANCIAL, INC.","1","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","8/8/2005","8/8/2005","2/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.square1financial.com/bank/","20374","0","4908","322","0","0","0","0","1189","0","-141","14096"
"29858","4215","995674","2623234","SSB Community Bank","Strasburg","OH","44680","12/31/2014","2/18/2015","SB","224 North Bodmer Avenue","STRASBURG BANCORP INC.","1","0","0","5","1","Tuscarawas","","","1/1/1924","12/29/1937","3/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.ssbonline.com","150","0","0","5","0","0","0","0","61","0","0","84"
"5893","0","969741","1208698","SSBBank","Stockbridge","MI","49285","12/31/2014","2/18/2015","NM","122 West Main Street","STOCKBRIDGE BANCORPORATION, INC.","3","0","0","8","0","Ingham","29620","Lansing-East Lansing, MI","4/1/1908","1/1/1934","7/7/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.ssb-bank.com","280","0","0","0","0","2","0","2","2","-45","0","321"
"31071","6335","799470","0","St James Federal Savings and Loan Association","Saint James","MN","56081","12/31/2014","2/18/2015","SA","501 1st Ave S","","1","0","0","2","0","Watonwan","","","1/1/1958","1/5/1959","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.stjamesfederal.com","-31","0","0","0","0","0","0","0","0","-53","0","22"
"29804","4114","420578","0","St Landry Homestead Federal Savings Bank","Opelousas","LA","70570","12/31/2014","2/18/2015","SA","235 N Court Street","","3","0","0","5","0","Saint Landry","","","1/1/1922","4/5/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.stlandryhomestead.com","103","0","0","0","0","26","0","26","0","74","-7","10"
"17259","15573","115146","1208728","St. Ansgar State Bank","Saint Ansgar","IA","50472","12/31/2014","2/18/2015","SM","237 West 4th Street","ST. ANSGAR BANCORPORATION","2","0","0","2","1","Mitchell","","","3/28/1891","9/1/1953","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.STANSGARBANK.COM","238","0","0","0","0","1","0","1","0","6","0","231"
"27052","12658","428547","2260406","St. Charles Bank & Trust Company","Saint Charles","IL","60174","12/31/2014","2/18/2015","SM","411 West Main Street","WINTRUST FINANCIAL CORPORATION","5","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/21/1987","9/21/1987","9/30/2011","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.bankstcharles.com","1257","0","0","0","0","0","0","0","0","-193","-9","1459"
"11002","9327","692450","1144068","St. Clair County State Bank","Osceola","MO","64776","12/31/2014","2/18/2015","NM","Second And Chestnut","SCC BANCSHARES, INC.","4","0","0","2","0","Saint Clair","","","5/1/1896","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","","231","0","0","0","0","0","0","0","0","0","0","231"
"1903","0","854753","1128723","St. Clair State Bank (Incorporated)","Saint Clair","MN","56080","12/31/2014","2/18/2015","NM","100 Main St. West","SAINT CLAIR AGENCY, INC.","1","0","0","2","1","Blue Earth","31860","Mankato-North Mankato, MN","7/17/1907","1/1/1934","7/7/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.stclairstatebank.com","43","0","0","0","0","0","0","0","0","0","0","43"
"8898","13466","173557","2630746","St. Johns Bank and Trust Company","Saint Louis","MO","63114","12/31/2014","2/18/2015","NM","8924 St. Charles Rock Road","UNITY BANCSHARES, L.L.C.","5","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1926","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.stjohnsbank.com","158","9","0","0","0","0","0","0","3","-491","0","637"
"8534","0","885430","1417203","St. Landry Bank and Trust Company","Opelousas","LA","70570","12/31/2014","2/18/2015","NM","132 East Landry Street","ST. LANDRY BANCSHARES, INC.","9","0","0","7","1","Saint Landry","","","1/1/1931","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.stlandrybank.com","870","0","0","0","0","8","0","8","0","0","0","862"
"58018","0","3354599","3449075","St. Louis Bank","Town And Country","MO","63017","12/31/2014","2/18/2015","NM","14323 S. Outer 40 Rd","SAINT LOUIS BANCSHARES, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","6/6/2005","6/6/2005","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.stlouisbank.com","-1854","0","0","0","0","0","0","0","182","-2367","0","331"
"12610","11396","841539","1134359","St. Martin Bank and Trust Company","St. Martinville","LA","70582","12/31/2014","2/18/2015","NM","301 South Main Street","SAINT MARTIN BANCSHARES, INC.","12","0","0","4","1","Saint Martin","29180","Lafayette, LA","12/3/1933","1/1/1934","11/3/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.stmartinbank.com","2018","0","0","0","0","127","0","127","0","5","140","1746"
"18937","0","856159","0","St. Martin National Bank","Saint Martin","MN","56376","12/31/2014","2/18/2015","N","136 Main Street","","1","0","0","2","1","Stearns","41060","St. Cloud, MN","11/12/1963","11/12/1963","3/18/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.stmartinnationalbank.com","246","0","0","0","0","243","0","243","0","0","0","3"
"18227","10564","113003","0","Stafford Savings Bank","Stafford Springs","CT","6076","12/31/2014","2/18/2015","SB","12 Furnace Avenue","","3","0","0","7","0","Tolland","25540","Hartford-West Hartford-East Hartford, CT","7/16/1872","7/1/1960","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","www.staffordsavingsbank.com","349","86","0","0","0","0","0","0","0","0","-8","271"
"16606","14166","19730","1245590","Standard Bank and Trust Company","Hickory Hills","IL","60457","12/31/2014","2/18/2015","NM","7800 West 95th Street","STANDARD BANCSHARES, INC.","38","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/16/1947","8/16/1947","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.standardbanks.com","11685","793","0","676","0","344","0","344","1928","417","491","7036"
"27757","230","811279","4183442","Standard Bank, PaSB","Murrysville","PA","15668","12/31/2014","2/18/2015","SB","4785 Old William Penn Hwy.","STANDARD FINANCIAL CORP","11","0","1","5","0","Westmoreland","38300","Pittsburgh, PA","1/1/1921","2/21/1947","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","WWW.STANDARDBANKPA.COM","1475","268","0","151","0","14","10","4","49","123","0","870"
"27506","0","1390324","3338692","Standing Stone Bank","Lancaster","OH","43130","12/31/2014","2/18/2015","NM","137 West Wheeling Street","SSNB, INC.","3","0","0","8","0","Fairfield","18140","Columbus, OH","5/12/1989","5/12/1989","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.standingstonebank.com","497","187","0","0","0","1","0","1","5","0","0","304"
"10916","53284","357151","1061099","Stanley Bank","Overland Park","KS","66223","12/31/2014","2/18/2015","NM","7835 West 151st Street","COLUMBUS CORP.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.stanleybank.com","78","0","0","0","0","0","0","0","0","0","0","78"
"5478","12494","382256","1066759","Stanton State Bank","Stanton","NE","68779","12/31/2014","2/18/2015","SM","924 Ivy Street","EBERLY INVESTMENT CO.","2","0","0","2","0","Stanton","","","1/1/1882","1/1/1934","12/21/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.stantonstatebank.com","87","0","0","30","0","-3","0","-3","0","0","0","60"
"5095","17985","715050","1827718","Star Bank","Maple Lake","MN","55358","12/31/2014","2/18/2015","NM","100 State Highway 55 East","MIDWEST BANCORPORATION, INC.","10","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/15/1904","1/1/1934","1/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.starbank.net","759","0","0","0","0","26","0","26","23","0","57","653"
"34591","0","2657855","2907925","Star Bank of Texas","Lake Worth","TX","76135","12/31/2014","2/18/2015","NM","3930 Boat Club Road","STARBANC HOLDING COMPANY","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","2/23/1998","2/23/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.starbanktexas.com","256","0","0","0","0","0","0","0","0","-8","0","264"
"27235","10676","547840","1141647","STAR Financial Bank","Fort Wayne","IN","46802","12/31/2014","2/18/2015","NM","127 West Berry Street","STAR FINANCIAL GROUP, INC.","45","0","0","4","0","Allen","23060","Fort Wayne, IN","5/2/1988","5/2/1988","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.starfinancial.com","14023","1052","0","944","0","6","0","6","968","131","25","10897"
"33758","12769","2009605","1126729","Starion Financial","Bismarck","ND","58501","12/31/2014","2/18/2015","NM","333 North Fourth Street","STARION BANCORPORATION","14","0","1","4","1","Burleigh","13900","Bismarck, ND","1/1/1993","1/1/1993","10/7/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","http://www.starionfinancial.com","6072","557","0","0","0","1336","0","1336","2381","312","0","1486"
"58952","0","3843392","4151012","Start Community Bank","New Haven","CT","6510","12/31/2014","2/18/2015","SM","299 Whalley Avenue","FIRST CITY FUND CORPORATION","1","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/20/2010","12/20/2010","8/31/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","http://www.startbank.com","-313","0","0","0","0","0","0","0","0","0","-373","60"
"15186","0","926342","1208830","State Bank","Gresham","WI","54128","12/31/2014","2/18/2015","NM","801 S. Main St","GRESHAM BANCSHARES, INC.","1","0","0","8","1","Shawano","","","10/23/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.statebank.biz","28","0","0","0","0","0","0","0","0","0","0","28"
"35169","0","2791517","1137453","State Bank","Freeport","IL","61032","12/31/2014","2/18/2015","NM","1718 South Dirck Drive","FORESIGHT FINANCIAL GROUP, INC.","2","0","0","2","0","Stephenson","","","5/24/1999","5/24/1999","12/26/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.statebankfreeport.com","269","26","0","0","0","0","0","0","0","-5","0","248"
"34441","0","2602828","0","State Bank","Green River","WY","82935","12/31/2014","2/18/2015","NM","#30 Shoshone Avenue","","2","0","0","4","1","Sweetwater","","","8/18/1997","8/18/1997","4/1/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","Kansas City","Western","West","http://www.statebankwy.com","106","0","0","0","0","0","0","0","0","0","0","106"
"22971","0","285348","1246328","State Bank","Wonder Lake","IL","60097","12/31/2014","2/18/2015","NM","7526 Hancock Drive","WONDER BANCORP, INC.","6","0","0","5","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/22/1979","10/22/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.thestatebankgroup.com","353","0","0","0","0","0","0","0","0","64","0","289"
"15503","15412","231149","1210730","State Bank","New Hampton","IA","50659","12/31/2014","2/18/2015","SM","25 North Chestnut Avenue","RIGLER INVESTMENT COMPANY","9","0","0","2","1","Chickasaw","","","1/1/1937","6/5/1937","3/1/2014","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.statebankia.com","1264","85","0","0","0","44","4","40","163","-38","53","957"
"16151","15427","651149","1205259","State Bank","Spencer","IA","51301","12/31/2014","2/18/2015","SM","728 Grand Avenue","EVERLY BANCORPORATION","3","0","0","2","1","Clay","","","5/1/1944","5/1/1944","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.statebankspencer.com","510","0","0","4","0","454","0","454","0","0","0","52"
"26832","52934","872953","2269061","State Bank","Hoxie","KS","67740","12/31/2014","2/18/2015","NM","745 Main Street","STATE BANK EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","2","1","Sheridan","","","11/13/1986","11/13/1986","1/8/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.statebank-online.com","226","0","0","0","0","129","0","129","0","0","0","97"
"861","14010","386731","1085602","State Bank & Trust","Winfield","AL","35594","12/31/2014","2/18/2015","NM","1945 Ushwy 43","PEOPLES BANCORPORATION, INC.","4","0","0","7","1","Marion","","","10/3/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.statebank.net","21","0","0","0","0","8","0","8","0","-315","4","324"
"15651","16029","229342","1202258","State Bank & Trust Co.","Nevada","IA","50201","12/31/2014","2/18/2015","NM","1025 Sixth Street","AMES NATIONAL CORPORATION","2","0","0","2","0","Story","11180","Ames, IA","2/25/1939","2/25/1939","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.banksbt.com","197","0","0","0","0","0","0","0","53","-88","0","232"
"17169","0","485139","2145950","State Bank & Trust Company","Golden Meadow","LA","70357","12/31/2014","2/18/2015","NM","1614 Bayou Drive","SBT BANCSHARES, INC.","4","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","1/16/1953","1/16/1953","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.sbtcajun.com","152","0","0","0","0","0","0","0","0","0","0","152"
"8878","14790","736448","3131893","State Bank & Trust Company","Greenwood","MS","38930","12/31/2014","2/18/2015","NM","916 Highway 82 Bypass","STATE BANK & TRUST COMPANY EMPLOYEE STOCK OWNERSHIP PLAN","35","0","1","4","0","Leflore","","","11/1/1898","1/1/1934","9/22/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://statebank1898.com","1586","0","0","0","0","0","0","0","0","-348","110","1824"
"2057","0","675659","1122057","State Bank & Trust of Kenmare","Kenmare","ND","58746","12/31/2014","2/18/2015","NM","4 2nd St Nw","JORGENSON HOLDING COMPANY","2","0","0","2","1","Ward","","","1/1/1925","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.sbtk.com","130","0","0","0","0","0","0","0","0","0","0","130"
"57870","0","3384318","4036324","State Bank and Trust Company","Macon","GA","31210","12/31/2014","2/18/2015","NM","4219 Forsyth Road","STATE BANK FINANCIAL CORPORATION","22","0","0","4","0","Bibb","31420","Macon, GA","10/3/2005","10/3/2005","10/1/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.statebt.com","-5882","0","0","0","0","0","0","0","1016","1755","-274","-8379"
"10383","12546","2631172","1842935","State Bank Financial","La Crosse","WI","54601","12/31/2014","2/18/2015","SM","401 Main Street","FIRST BANCORPORATION, INC.","7","0","1","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/26/1858","1/1/1934","4/13/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","www.statebankfinancial.com","2309","240","0","580","0","0","0","0","343","167","113","866"
"1916","12576","411053","1128693","State Bank in Eden Valley","Eden Valley","MN","55329","12/31/2014","2/18/2015","NM","359 State Street North","EDEN VALLEY BANCSHARES, INC.","1","0","0","2","1","Meeker","","","1/2/1932","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://WWW.EDENVALLEYBANK.COM","54","0","0","0","0","1","0","1","0","4","0","49"
"2945","0","479071","3658729","State Bank Northwest","Spokane Valley","WA","99216","12/31/2014","2/18/2015","NM","12902 East Sprague Avenue","STATE BANCORP NORTHWEST","3","0","0","4","1","Spokane","44060","Spokane-Spokane Valley, WA","1/1/1902","1/1/1934","3/1/2007","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","http://www.StateBankNorthwest.com","788","0","0","0","0","0","0","0","398","-72","0","462"
"1116","10630","271154","1123737","State Bank of Alcester","Alcester","SD","57001","12/31/2014","2/18/2015","SM","190 Iowa St","FIRST STATE BANKING CORPORATION","1","0","0","2","1","Union","43580","Sioux City, IA-NE-SD","12/20/1890","1/1/1934","11/26/2008","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.statebankofalcester.com","285","0","0","10","0","0","0","0","53","0","0","222"
"14994","10844","380654","2264020","State Bank of Arcadia","Arcadia","WI","54612","12/31/2014","2/18/2015","NM","131 West Main Street","B & E INVESTMENTS, INC. (STATE BANK OF ARCADIA) EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","4","0","0","2","1","Trempealeau","","","5/14/1913","1/1/1934","1/13/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://www.rkdbank.com","149","42","0","0","0","30","0","30","0","0","0","77"
"1800","0","667832","1208447","State Bank of Arthur","Arthur","IL","61911","12/31/2014","2/18/2015","SM","411 South Vine Street","ARTHUR BANCSHARES CORP.","2","0","0","8","0","Moultrie","","","5/11/1910","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.statebankofarthur.com","281","0","0","0","0","0","0","0","0","0","0","281"
"1383","0","145750","1134573","State Bank of Belle Plaine","Belle Plaine","MN","56011","12/31/2014","2/18/2015","NM","201 West Main Street","BELLE PLAINE BANCORPORATION, INC.","1","0","0","2","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/11/1882","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.statebankbp.com","261","0","0","0","0","0","0","0","0","17","0","244"
"17062","15620","272058","1122132","State Bank of Bellingham","Bellingham","MN","56212","12/31/2014","2/18/2015","NM","201 Main Ave","BELLINGHAM CORPORATION, THE","1","0","0","2","0","Lac Qui Parle","","","3/9/1942","12/8/1951","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","bellinghambank@farmerstel.net","6","0","0","0","0","0","0","0","0","0","0","6"
"10855","0","439730","1205923","State Bank of Bement","Bement","IL","61813","12/31/2014","2/18/2015","NM","180 East Bodman Street","BEMENT BANCSHARES, INC.","2","0","0","2","0","Piatt","16580","Champaign-Urbana, IL","1/17/1914","1/1/1934","12/3/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.bankbement.com","251","7","0","0","0","0","0","0","0","0","-6","250"
